Cement,Fine aggregate,Coarse aggregate,Water,Water-binder ratio,Superplasticizer,Fly ash,Silica fume,Blast furnace slag,Cl content in seawater,Annual temperature,Exposure time,Tidal zone,Splash zone,Submerged zone,Surface chloride concentration
370,832,1017,160,0.4,3.2,0,30,0,23.96,27.5,0.25,1,0,0,0.604
370,832,1017,160,0.4,3.2,0,30,0,23.96,27.5,3,1,0,0,0.784
370,832,1017,160,0.4,3.2,0,30,0,23.96,27.5,5,1,0,0,1.144
370,808,998,180,0.45,2,0,30,0,23.96,27.5,0.25,1,0,0,0.254
370,808,998,180,0.45,2,0,30,0,23.96,27.5,3,1,0,0,0.79
370,808,998,180,0.45,2,0,30,0,23.96,27.5,5,1,0,0,1.48
360,830,1014,160,0.4,3.6,0,40,0,23.96,27.5,0.25,1,0,0,0.262
360,830,1014,160,0.4,3.6,0,40,0,23.96,27.5,3,1,0,0,0.68
360,830,1014,160,0.4,3.6,0,40,0,23.96,27.5,5,1,0,0,1.019
350,806,983,180,0.45,2,0,50,0,23.96,27.5,0.25,1,0,0,0.469
350,806,983,180,0.45,2,0,50,0,23.96,27.5,3,1,0,0,0.6802
350,806,983,180,0.45,2,0,50,0,23.96,27.5,5,1,0,0,1.0191
350,782,955,200,0.5,2,0,50,0,23.96,27.5,0.25,1,0,0,0.57
350,782,955,200,0.5,2,0,50,0,23.96,27.5,3,1,0,0,0.728
350,782,955,200,0.5,2,0,50,0,23.96,27.5,5,1,0,0,0.8496
380,793,991,200,0.5,0.8,0,20,0,23.96,27.5,5,1,0,0,1.4499
380,810,990,180,0.45,1.2,0,20,0,23.96,27.5,5,1,0,0,1.1812
380,833,1018,160,0.4,3.6,0,20,0,23.96,27.5,5,1,0,0,1.7126
380,931,968,140,0.35,0,0,20,0,23.96,27.5,5,1,0,0,1.544
370,793,991,200,0.5,0.8,0,30,0,23.96,27.5,5,1,0,0,1.1877
370,810,990,180,0.45,1.2,0,30,0,23.96,27.5,5,1,0,0,1.149
370,833,1018,160,0.4,3.6,0,30,0,23.96,27.5,5,1,0,0,1.4708
370,931,968,140,0.35,0,0,30,0,23.96,27.5,5,1,0,0,1.5104
360,793,991,200,0.5,0.8,0,40,0,23.96,27.5,5,1,0,0,1.1332
360,810,990,180,0.45,1.2,0,40,0,23.96,27.5,5,1,0,0,1.0121
360,833,1018,160,0.4,3.6,0,40,0,23.96,27.5,5,1,0,0,1.1578
360,931,968,140,0.35,0,0,40,0,23.96,27.5,5,1,0,0,1.3717
350,793,991,200,0.5,0.8,0,50,0,23.96,27.5,5,1,0,0,0.757
350,810,990,180,0.45,1.2,0,50,0,23.96,27.5,5,1,0,0,0.8752
350,833,1018,160,0.4,3.6,0,50,0,23.96,27.5,5,1,0,0,1.1531
350,931,968,140,0.35,0,0,50,0,23.96,27.5,5,1,0,0,1.0027
475,552,1174,190,0.4,0,0,0,0,13,16.5,1.64,1,0,0,1.2608
422,567,1204,190,0.45,0,0,0,0,13,16.5,1.64,1,0,0,1.4252
380,578,1229,190,0.5,0,0,0,0,13,16.5,1.64,1,0,0,1.5862
346,589,1249,190,0.55,0,0,0,0,13,16.5,1.64,1,0,0,1.4442
317,597,1269,190,0.6,0,0,0,0,13,16.5,1.64,1,0,0,1.8142
475,597,1269,190,0.4,0,0,0,0,13,16.5,1.315,1,0,0,1.2977
422,597,1269,190,0.45,0,0,0,0,13,16.5,1.315,1,0,0,1.407
380,597,1269,190,0.5,0,0,0,0,13,16.5,1.315,1,0,0,1.5207
346,597,1269,190,0.55,0,0,0,0,13,16.5,1.315,1,0,0,1.5476
317,597,1269,190,0.6,0,0,0,0,13,16.5,1.315,1,0,0,1.7577
380,578,1229,190,0.5,0,0,0,0,13,16.5,1.315,1,0,0,1.5177
361,578,1229,190,0.5,0,0,19,0,13,16.5,1.315,1,0,0,1.6214
304,578,1229,190,0.5,0,76,0,0,13,16.5,1.315,1,0,0,1.6284
304,578,1229,190,0.5,0,57,19,0,13,16.5,1.315,1,0,0,1.9454
475,552,1174,190,0.4,0,0,0,0,13,16.5,0.16,1,0,0,0.7465
475,552,1174,190,0.4,0,0,0,0,13,16.5,0.33,1,0,0,0.7235
475,552,1174,190,0.4,0,0,0,0,13,16.5,0.66,1,0,0,0.9244
475,552,1174,190,0.4,0,0,0,0,13,16.5,0.98,1,0,0,1.2873
475,552,1174,190,0.4,0,0,0,0,13,16.5,1.315,1,0,0,1.3545
300,822,1131,150,0.5,0,0,0,0,18.5,16.8,0.5,0,1,0,0.17
300,822,1131,150,0.5,0,0,0,0,18.5,16.8,0.75,0,1,0,0.18
300,822,1131,150,0.5,0,0,0,0,18.5,16.8,1,0,1,0,0.19
300,822,1131,150,0.5,0,0,0,0,18.5,16.8,1.25,0,1,0,0.26
300,822,1131,150,0.5,0,0,0,0,18.5,16.8,1.5,0,1,0,0.25
300,822,1131,150,0.5,0,0,0,0,18.5,16.8,2,0,1,0,0.28
300,822,1131,150,0.5,0,0,0,0,18.5,16.8,2.5,0,1,0,0.35
300,822,1131,150,0.5,0,0,0,0,18.5,16.8,3,0,1,0,0.35
300,822,1131,150,0.5,0,0,0,0,18.5,16.8,3.5,0,1,0,0.42
300,822,1131,150,0.5,0,0,0,0,18.5,16.8,4,0,1,0,0.4
425,677,1231,127.5,0.3,10.2,0,0,0,18.5,16.8,1,0,1,0,0.14
425,677,1231,127.5,0.3,10.2,0,0,0,18.5,16.8,1.25,0,1,0,0.14
425,677,1231,127.5,0.3,10.2,0,0,0,18.5,16.8,1.5,0,1,0,0.2
425,677,1231,127.5,0.3,10.2,0,0,0,18.5,16.8,2,0,1,0,0.22
425,677,1231,127.5,0.3,10.2,0,0,0,18.5,16.8,2.5,0,1,0,0.2
425,677,1231,127.5,0.3,10.2,0,0,0,18.5,16.8,3,0,1,0,0.28
425,677,1231,127.5,0.3,10.2,0,0,0,18.5,16.8,3.5,0,1,0,0.3
425,677,1231,127.5,0.3,10.2,0,0,0,18.5,16.8,4,0,1,0,0.27
500,704,1000,175,0.33557047,0,0,21.5,0,18.5,16.8,1.25,0,1,0,0.13
500,704,1000,175,0.33557047,0,0,21.5,0,18.5,16.8,1.5,0,1,0,0.17
500,704,1000,175,0.33557047,0,0,21.5,0,18.5,16.8,2,0,1,0,0.19
500,704,1000,175,0.33557047,0,0,21.5,0,18.5,16.8,2.5,0,1,0,0.19
500,704,1000,175,0.33557047,0,0,21.5,0,18.5,16.8,3,0,1,0,0.25
500,704,1000,175,0.33557047,0,0,21.5,0,18.5,16.8,3.5,0,1,0,0.25
500,704,1000,175,0.33557047,0,0,21.5,0,18.5,16.8,4,0,1,0,0.28
500,704,1000,175,0.33557047,0,0,21.5,0,18.5,16.8,0.83,0,1,0,0.29
500,704,1000,175,0.33557047,0,0,21.5,0,18.5,16.8,1.5,0,1,0,0.39
500,704,1000,175,0.33557047,0,0,21.5,0,18.5,16.8,1.75,0,1,0,0.35
500,704,1000,175,0.33557047,0,0,21.5,0,18.5,16.8,2,0,1,0,0.41
500,704,1000,175,0.33557047,0,0,21.5,0,18.5,16.8,2.25,0,1,0,0.37
500,704,1000,175,0.33557047,0,0,21.5,0,18.5,16.8,2.5,0,1,0,0.4
500,704,1000,175,0.33557047,0,0,21.5,0,18.5,16.8,3,0,1,0,0.47
500,704,1000,175,0.33557047,0,0,21.5,0,18.5,16.8,3.5,0,1,0,0.48
500,704,1000,175,0.33557047,0,0,21.5,0,18.5,16.8,4,0,1,0,0.47
500,704,1000,175,0.33557047,0,0,21.5,0,18.5,16.8,4.5,0,1,0,0.52
500,704,1000,175,0.33557047,0,0,21.5,0,18.5,16.8,5,0,1,0,0.54
288,660,1240,100.8,0.66,0,0,0,0,19.8,17,0.5,0,1,0,0.35
288,660,1240,100.8,0.66,0,0,0,0,19.8,17,1,0,1,0,0.69
288,660,1240,100.8,0.66,0,0,0,0,19.8,17,2,0,1,0,0.38
288,660,1240,100.8,0.66,0,0,0,0,19.8,17,3,0,1,0,0.42
288,660,1240,100.8,0.66,0,0,0,0,19.8,17,6,0,1,0,0.28
288,660,1240,100.8,0.66,0,0,0,0,19.8,17,8,0,1,0,0.31
227,585,1305,79.45,0.54,0,98,0,0,19.8,17,0.5,0,1,0,0.42
227,585,1305,79.45,0.54,0,98,0,0,19.8,17,1,0,1,0,0.53
227,585,1305,79.45,0.54,0,98,0,0,19.8,17,2,0,1,0,0.45
227,585,1305,79.45,0.54,0,98,0,0,19.8,17,3,0,1,0,0.54
227,585,1305,79.45,0.54,0,98,0,0,19.8,17,6,0,1,0,0.48
227,585,1305,79.45,0.54,0,98,0,0,19.8,17,8,0,1,0,0.56
110,600,1240,38.5,0.48,0,0,0,255,19.8,17,0.5,0,1,0,0.58
110,600,1240,38.5,0.48,0,0,0,255,19.8,17,1,0,1,0,0.68
110,600,1240,38.5,0.48,0,0,0,255,19.8,17,2,0,1,0,0.46
110,600,1240,38.5,0.48,0,0,0,255,19.8,17,3,0,1,0,0.54
110,600,1240,38.5,0.48,0,0,0,255,19.8,17,6,0,1,0,0.46
110,600,1240,38.5,0.48,0,0,0,255,19.8,17,8,0,1,0,0.48
460,700,1050,184,0.4,3.6,0,0,0,19.8,10,1.17,0,1,0,0.030769231
460,700,1050,184,0.4,3.6,0,0,0,19.8,10,1.67,0,1,0,0.098076923
460,700,1050,184,0.4,3.6,0,0,0,19.8,10,2.17,0,1,0,0.117307692
460,700,1050,184,0.4,3.6,0,0,0,19.8,10,2.67,0,1,0,0.509615385
460,700,1050,184,0.4,3.6,0,0,0,19.8,10,3.17,0,1,0,0.265384615
460,700,1050,184,0.4,3.6,0,0,0,19.8,10,3.67,0,1,0,0.146153846
460,700,1050,184,0.4,3.6,0,0,0,19.8,10,4.83,0,1,0,0.276923077
460,700,1050,184,0.4,3.6,0,0,0,19.8,10,6.17,0,1,0,0.384615385
460,700,1050,184,0.4,3.6,0,0,0,19.8,10,6.67,0,1,0,0.332692308
460,700,1050,184,0.4,3.6,0,0,0,19.8,10,7.17,0,1,0,0.288461538
460,700,1050,184,0.4,3.6,0,0,0,19.8,10,1.17,0,1,0,0.061538462
460,700,1050,184,0.4,3.6,0,0,0,19.8,10,1.67,0,1,0,0.076923077
460,700,1050,184,0.4,3.6,0,0,0,19.8,10,2.17,0,1,0,0.059615385
460,700,1050,184,0.4,3.6,0,0,0,19.8,10,2.67,0,1,0,0.113461538
460,700,1050,184,0.4,3.6,0,0,0,19.8,10,3.17,0,1,0,0.173076923
460,700,1050,184,0.4,3.6,0,0,0,19.8,10,3.67,0,1,0,0.053846154
460,700,1050,184,0.4,3.6,0,0,0,19.8,10,4.83,0,1,0,0.15
460,700,1050,184,0.4,3.6,0,0,0,19.8,10,6.17,0,1,0,0.282692308
460,700,1050,184,0.4,3.6,0,0,0,19.8,10,6.67,0,1,0,0.215384615
460,700,1050,184,0.4,3.6,0,0,0,19.8,10,7.17,0,1,0,0.080769231
400,936,973,140,0.35,0.35,0,0,0,23.96,27,0.75,0,1,0,0.76
400,836,1022,140,0.4,0.2,0,0,0,23.96,27,0.75,0,1,0,0.66
400,815,997,140,0.45,0.1,0,0,0,23.96,27,0.75,0,1,0,0.77
400,778,956,140,0.5,0,0,0,0,23.96,27,0.75,0,1,0,0.8
380,833,1088,140,0.4,1.2,20,0,0,23.96,27,0.75,0,1,0,0.79
400,836,1022,160,0.4,2.2,0,0,0,23.96,30,0.25,0,1,0,0.57
400,778,956,200,0.5,1.2,0,0,0,23.96,30,0.25,0,1,0,0.69
370,832,1017,160,0.4,3.2,0,30,0,23.96,30,0.25,0,1,0,0.855
370,784,959,200,0.5,1.2,0,30,0,23.96,30,0.25,0,1,0,1.025
350,829,1012,160,0.4,3.8,0,50,0,23.96,30,0.25,0,1,0,1.115
350,782,955,200,0.5,2,0,50,0,23.96,30,0.25,0,1,0,1.435
451.9226578,700.4801195,1052.979793,180.7690631,0.4,1.355767973,0,0,0,15.95,21.3,4,0,1,0,0.136666667
213.877929,731.9378013,1050.378273,152.0909717,0.32,0.950568573,47.52842866,0,213.877929,16,22.1,4,0,1,0,0.203333333
213.877929,731.9378013,1050.378273,152.0909717,0.32,0.950568573,47.52842866,0,213.877929,16,22.1,4,0,1,0,0.173333333
213.877929,731.9378013,1050.378273,152.0909717,0.32,0.950568573,47.52842866,0,213.877929,16,22.1,4,0,1,0,0.216666667
305.843693,739.1222582,1061.957268,152.9218465,0.36,7.221309419,106.1957268,12.74348721,0,15.95,22.6,8,0,1,0,0.153333333
305.843693,739.1222582,1061.957268,152.9218465,0.36,7.221309419,106.1957268,12.74348721,0,15.95,22.6,12,0,1,0,0.153333333
171.4812668,750.2305423,1033.174633,154.3331401,0.36,4.287031671,171.4812668,0,85.74063341,15.9,22.4,14,0,1,0,0.29
171.4812668,750.2305423,1033.174633,154.3331401,0.36,4.287031671,171.4812668,0,85.74063341,15.95,21.3,18,0,1,0,0.296666667
404.6442688,679.8023715,1112.771739,182.0899209,0.45,0,0,0,0,16,22.1,17,0,1,0,0.456666667
355.9012689,661.9763602,1227.859378,160.155571,0.45,0,0,0,0,15.9,22.4,20,0,1,0,0.443333333
451.9226578,700.4801195,1052.979793,180.7690631,0.4,1.355767973,0,0,0,14.22,22.4,20,0,1,0,0.23
355.9012689,661.9763602,1227.859378,160.155571,0.45,0,0,0,0,15.95,21.3,21,0,1,0,0.43
404.6442688,679.8023715,1112.771739,182.0899209,0.45,0,0,0,0,15.05,23.5,23,0,1,0,0.28
275.5580977,705.42873,1201.433306,179.1127635,0.65,0,0,0,0,16.58,22.8,24,0,1,0,0.353333333
396.6197729,666.3212184,1090.704375,198.3098864,0.5,0,0,0,0,15.9,22.4,26,0,1,0,0.693333333
275.5580977,705.42873,1201.433306,179.1127635,0.65,0,0,0,0,15.05,23.5,29,0,1,0,0.173333333
396.6197729,666.3212184,1090.704375,198.3098864,0.5,0,0,0,0,18.35,22.6,36,0,1,0,0.686666667
450,1232,410,157.5,0.35,7,0,32,0,23.96,23.5,5,0,1,0,0.518
450,1232,410,157.5,0.35,7,0,32,0,23.96,23.5,5,0,1,0,0.57
450,1232,410,157.5,0.35,7,0,32,0,23.96,23.5,5,0,1,0,0.38
450,1232,410,157.5,0.35,7,0,32,0,23.96,23.5,5,0,1,0,0.443
450,801,868,157.5,0.35,7.65,0,0,0,14,11,1.2,0,1,0,0.56294443
420,871,804,168,0.4,5.46,0,0,0,14,11,1.2,0,1,0,0.311619485
420,871,804,168,0.4,5.46,0,0,0,14,11,5.3,0,1,0,0.613964581
420,871,804,168,0.4,5.46,0,0,0,14,11,10.2,0,1,0,0.610254825
390,853,787,195,0.5,0,0,0,0,14,11,0.75,0,1,0,0.448719101
310,936,797,186,0.6,0,0,0,0,14,11,1.15,0,1,0,0.324046658
250,999,785,187.5,0.75,0,0,0,0,14,11,1.15,0,1,0,0.551429214
385,800,1000,211.75,0.55,1,0,0,0,16.5,20.2,3,0,1,0,0.362
385,800,1000,211.75,0.55,1,0,0,0,16.5,20.2,5,0,1,0,0.383
385,800,1000,211.75,0.55,1,0,0,0,16.5,20.2,10,0,1,0,0.423
480,800,1000,216,0.45,1,0,0,0,16.5,20.2,3,0,1,0,0.266
480,800,1000,216,0.45,1,0,0,0,16.5,20.2,5,0,1,0,0.287
480,800,1000,216,0.45,1,0,0,0,16.5,20.2,10,0,1,0,0.404
519,800,1000,207.6,0.4,1,0,0,0,16.5,20.2,3,0,1,0,0.228
519,800,1000,207.6,0.4,1,0,0,0,16.5,20.2,5,0,1,0,0.265
519,800,1000,207.6,0.4,1,0,0,0,16.5,20.2,10,0,1,0,0.329
450,801,868,157.5,0.35,7.65,0,0,0,14,11,1.2,0,0,1,0.853305241
450,801,868,180,0.4,7.65,0,0,0,14,11,10.3,0,0,1,0.913417655
420,871,804,168,0.4,5.46,0,0,0,14,11,1.2,0,0,1,0.523075564
420,871,804,168,0.4,5.46,0,0,0,14,11,5.3,0,0,1,0.788323102
420,871,804,168,0.4,5.46,0,0,0,14,11,10.3,0,0,1,0.727112132
390,853,787,195,0.5,0,0,0,0,14,11,0.8,0,0,1,0.340044944
390,853,787,195,0.5,0,0,0,0,14,11,1.2,0,0,1,0.813303371
390,853,787,195,0.5,0,0,0,0,14,11,10.3,0,0,1,0.639775281
310,936,797,186,0.6,0,0,0,0,14,11,1.2,0,0,1,0.706505159
250,999,785,187.5,0.75,0,0,0,0,14,11,1.2,0,0,1,0.490659464
470,847,918,164.5,0.35,1.8,0,0,0,14,11,10.3,0,0,1,0.763336526
440,882,882,176,0.4,1.5,0,0,0,14,11,10.3,0,0,1,0.397228637
410,893,924,205,0.5,0,0,0,0,14,11,10.3,0,0,1,0.618708882
400,778,956,200,0.5,0,0,0,0,21.45,33,0.25,0,0,1,0.39
370,778,956,185,0.5,1.2,0,30,0,21.45,33,0.25,0,0,1,0.48
400,925,925,175,0.4,3.2,0,0,0,19,22,1.23,0,0,1,0.19
400,925,925,175,0.4,3.2,0,0,0,19,35,1.23,0,0,1,0.2
400,925,925,175,0.4,3.2,0,0,0,19,50,1.23,0,0,1,0.14
380,925,925,175,0.4,3.2,0,20,0,19,22,1.23,0,0,1,0.28
380,925,925,175,0.4,3.2,0,20,0,19,35,1.23,0,0,1,0.34
380,925,925,175,0.4,3.2,0,20,0,19,50,1.23,0,0,1,0.33
360,925,925,175,0.4,3.8,0,40,0,19,22,1.23,0,0,1,0.08
360,925,925,175,0.4,3.8,0,40,0,19,35,1.23,0,0,1,0.14
360,925,925,175,0.4,3.8,0,40,0,19,50,1.23,0,0,1,0.13
350,925,925,175,0.4,4.8,0,50,0,19,22,1.23,0,0,1,0.11
350,925,925,175,0.4,4.8,0,50,0,19,35,1.23,0,0,1,0.11
350,925,925,175,0.4,4.8,0,50,0,19,50,1.23,0,0,1,0.14
450,938,745,180,0.4,0,0,0,0,23.96,16.1,1,0,0,1,0.386420233
450,938,745,180,0.4,0,0,0,0,18.5,16.6,1,0,0,1,0.442879377
450,938,745,180,0.4,0,0,0,0,14,26.8,1,0,0,1,0.767237354
450,938,745,180,0.4,0,0,0,0,14,11.2,1,0,0,1,0.387937743
450,938,745,180,0.4,0,0,0,0,14,10.4,1,0,0,1,0.535097276
450,938,745,180,0.4,0,0,0,0,19.2,7.5,1,0,0,1,0.529105058
450,938,745,180,0.4,0,0,0,0,19.2,13.9,1,0,0,1,0.767607004
450,938,745,180,0.4,0,0,0,0,19.2,7.7,1,0,0,1,0.620972763
450,938,745,180,0.4,0,0,0,0,14,9,1,0,0,1,0.376906615
450,938,745,180,0.4,0,0,0,0,18.5,14.7,1,0,0,1,0.48077821
450,938,745,180,0.4,0,0,0,0,14,9.8,1,0,0,1,0.449552529
450,938,745,180,0.4,0,0,0,0,14,10.2,1,0,0,1,0.453346304
400,836,1022,160,0.4,2.2,0,0,0,23.96,9.8,0.25,0,0,1,0.395
400,778,956,200,0.5,1.2,0,0,0,23.96,10.2,0.25,0,0,1,0.37
370,832,1017,160,0.4,3.2,0,30,0,23.96,30,0.25,0,0,1,0.735
370,784,959,200,0.5,1.2,0,30,0,23.96,30,0.25,0,0,1,0.525
350,829,1012,160,0.4,3.8,0,50,0,23.96,30,0.25,0,0,1,0.7
350,782,955,200,0.5,2,0,50,0,23.96,30,0.25,0,0,1,0.696
400,836,1022,160,0.4,2.2,0,0,0,23.96,30,0.25,0,0,1,0.023
400,778,956,200,0.5,1.2,0,0,0,23.96,30,0.25,0,0,1,0.028
370,832,1017,160,0.4,3.2,0,30,0,23.96,30,0.25,0,0,1,0.039
370,784,959,200,0.5,1.2,0,30,0,23.96,30,0.25,0,0,1,0.028
350,829,1012,160,0.4,3.8,0,50,0,23.96,30,0.25,0,0,1,0.043
350,782,955,200,0.5,2,0,50,0,23.96,30,0.25,0,0,1,0.04
385,800,1000,212,0.55,1,0,0,0,16.5,20.2,3,0,0,1,0.397
385,800,1000,212,0.55,1,0,0,0,16.5,20.2,5,0,0,1,0.403
385,800,1000,212,0.55,1,0,0,0,16.5,20.2,10,0,0,1,0.47
335,800,1000,218,0.65,1,0,0,0,16.5,20.2,3,0,0,1,0.369
335,800,1000,218,0.65,1,0,0,0,16.5,20.2,5,0,0,1,0.492
335,800,1000,218,0.65,1,0,0,0,16.5,20.2,10,0,0,1,0.565
400,936,973,140,0.35,0.35,0,0,0,23.96,27,0.75,0,0,1,0.11
400,836,1022,140,0.4,0.2,0,0,0,23.96,27,0.75,0,0,1,0.18
400,815,997,140,0.45,0.1,0,0,0,23.96,27,0.75,0,0,1,0.16
400,778,956,140,0.5,0,0,0,0,23.96,27,0.75,0,0,1,0.22
380,833,1088,140,0.4,1.2,0,20,0,23.96,27,0.75,0,0,1,0.29
400,800,1020,180,0.45,1,0,0,0,19,7,0.1,0,0,1,0.233
400,800,1020,180,0.45,1,0,0,0,19,7,0.1,0,0,1,0.103
400,800,1020,180,0.45,1,0,0,0,19,7,0.1,0,0,1,0.082
400,800,1020,180,0.45,1,0,0,0,19,7,0.1,0,0,1,0.07
400,800,1020,180,0.45,1,0,0,0,19,7,0.1,0,0,1,0.061
400,800,1020,180,0.45,1,0,0,0,19,7,0.1,0,0,1,0.051
400,800,1020,180,0.45,1,0,0,0,19,7,0.1,0,0,1,0.042
400,800,1020,180,0.45,1,0,0,0,19,7,0.536986301,0,0,1,0.304
400,800,1020,180,0.45,1,0,0,0,19,7,0.536986301,0,0,1,0.292
400,800,1020,180,0.45,1,0,0,0,19,7,0.536986301,0,0,1,0.226
400,800,1020,180,0.45,1,0,0,0,19,7,0.536986301,0,0,1,0.184
400,800,1020,180,0.45,1,0,0,0,19,7,0.536986301,0,0,1,0.154
400,800,1020,180,0.45,1,0,0,0,19,7,0.536986301,0,0,1,0.134
400,800,1020,180,0.45,1,0,0,0,19,7,1,0,0,1,0.275
400,800,1020,180,0.45,1,0,0,0,19,7,1,0,0,1,0.264
400,800,1020,180,0.45,1,0,0,0,19,7,1,0,0,1,0.245
400,800,1020,180,0.45,1,0,0,0,19,7,1.917808219,0,0,1,0.392
400,800,1020,180,0.45,1,0,0,0,19,7,1.9,0,0,1,0.374
400,800,1020,180,0.45,1,0,0,0,19,7,1.917808219,0,0,1,0.325
400,800,1020,180,0.45,1,0,0,0,19,7,1.9,0,0,1,0.294
400,800,1020,180,0.45,1,0,0,0,19,7,5.021917808,0,0,1,0.514
400,800,1020,180,0.45,1,0,0,0,19,7,5,0,0,1,0.465
400,800,1020,180,0.45,1,0,0,0,19,7,5,0,0,1,0.441
400,800,1020,180,0.45,1,0,0,0,19,7,10,0,0,1,0.656
400,800,1020,180,0.45,1,0,0,0,19,7,10,0,0,1,0.577
400,800,1020,180,0.45,1,0,0,0,19,7,10,0,0,1,0.553
400,800,1020,180,0.45,1,0,0,0,19,7,10,0,0,1,0.532
400,800,1020,180,0.45,1,0,0,0,19,7,10,0,0,1,0.464
400,800,1020,180,0.45,1,0,0,0,19,7,10,0,0,1,0.434
340,800,1020,180,0.45,1,60,0,0,19,7,0.1,0,0,1,0.364
340,800,1020,180,0.45,1,60,0,0,19,7,0.1,0,0,1,0.325
340,800,1020,180,0.45,1,60,0,0,19,7,0.1,0,0,1,0.313
340,800,1020,180,0.45,1,60,0,0,19,7,0.1,0,0,1,0.275
340,800,1020,180,0.45,1,60,0,0,19,7,0.1,0,0,1,0.212
340,800,1020,180,0.45,1,60,0,0,19,7,0.1,0,0,1,0.184
340,800,1020,180,0.45,1,60,0,0,19,7,0.1,0,0,1,0.163
340,800,1020,180,0.45,1,60,0,0,19,7,0.1,0,0,1,0.142
340,800,1020,180,0.45,1,60,0,0,19,7,0.536986301,0,0,1,0.612
340,800,1020,180,0.45,1,60,0,0,19,7,0.536986301,0,0,1,0.553
340,800,1020,180,0.45,1,60,0,0,19,7,0.536986301,0,0,1,0.525
340,800,1020,180,0.45,1,60,0,0,19,7,0.536986301,0,0,1,0.465
340,800,1020,180,0.45,1,60,0,0,19,7,0.536986301,0,0,1,0.385
340,800,1020,180,0.45,1,60,0,0,19,7,0.536986301,0,0,1,0.376
340,800,1020,180,0.45,1,60,0,0,19,7,0.536986301,0,0,1,0.264
340,800,1020,180,0.45,1,60,0,0,19,7,0.536986301,0,0,1,0.254
340,800,1020,180,0.45,1,60,0,0,19,7,0.536986301,0,0,1,0.215
340,800,1020,180,0.45,1,60,0,0,19,7,0.536986301,0,0,1,0.163
340,800,1020,180,0.45,1,60,0,0,19,7,1,0,0,1,0.375
340,800,1020,180,0.45,1,60,0,0,19,7,1,0,0,1,0.343
340,800,1020,180,0.45,1,60,0,0,19,7,1,0,0,1,0.306
340,800,1020,180,0.45,1,60,0,0,19,7,1,0,0,1,0.282
340,800,1020,180,0.45,1,60,0,0,19,7,1,0,0,1,0.226
340,800,1020,180,0.45,1,60,0,0,19,7,1.917808219,0,0,1,0.672
340,800,1020,180,0.45,1,60,0,0,19,7,1.9,0,0,1,0.656
340,800,1020,180,0.45,1,60,0,0,19,7,1.917808219,0,0,1,0.584
340,800,1020,180,0.45,1,60,0,0,19,7,1.9,0,0,1,0.546
340,800,1020,180,0.45,1,60,0,0,19,7,1.917808219,0,0,1,0.495
340,800,1020,180,0.45,1,60,0,0,19,7,2.9,0,0,1,0.472
340,800,1020,180,0.45,1,60,0,0,19,7,5.021917808,0,0,1,0.894
340,800,1020,180,0.45,1,60,0,0,19,7,5,0,0,1,0.873
340,800,1020,180,0.45,1,60,0,0,19,7,5,0,0,1,0.815
340,800,1020,180,0.45,1,60,0,0,19,7,5.021917808,0,0,1,0.754
340,800,1020,180,0.45,1,60,0,0,19,7,5,0,0,1,0.733
340,800,1020,180,0.45,1,60,0,0,19,7,10,0,0,1,0.985
340,800,1020,180,0.45,1,60,0,0,19,7,10,0,0,1,0.936
340,800,1020,180,0.45,1,60,0,0,19,7,10,0,0,1,0.875
340,800,1020,180,0.45,1,60,0,0,19,7,10,0,0,1,0.852
340,800,1020,180,0.45,1,60,0,0,19,7,10,0,0,1,0.826
340,800,1020,180,0.45,1,60,0,0,19,7,10,0,0,1,0.742
340,800,1020,180,0.45,1,60,0,0,19,7,10,0,0,1,0.717
340,800,1020,180,0.45,1,60,0,0,19,7,10,0,0,1,0.703
340,800,1020,180,0.45,1,60,0,0,19,7,10,0,0,1,0.416
